id,title,option_1,option_2,option_3,option_4,answer,section_id
547,"If in a certain language, COUNSEL is coded as BITIRAK, how is GUIDANCE written in that code ?",FOHYZJBB,FOIYZJBB,EOHYZJBB,None of the above,FOHYZJBB,2
548,"If in a code language, COULD is written as BNTKC and MARGIN is written as LZQFHM, how will MOULDING be written in that code ?",LNKTCHMF,NITKHCMF,LNTKCHMF,CHMFINTKB,LNTKCHMF,2
549,"In a certain code, TRIPPLE is written as SQHOOKD. How is DISPOSE written in that code ?",ESOPSID,DSOESPI,ESJTPTF,CHRONRD,CHRONRD,2
550,"If COMPLETED is coded as MOCELPDET, then DIRECTION will be coded as :",RIETCENOI,RIDTCENOI,SIDTCENOI,RIDTCENOJ,RIDTCENOI,2
551,Pick the odd one out,6,18,24,120,18,2
552,Pick the odd one out,81 : 243,16 : 64,64 : 192,25 : 75,16 : 64,2
553,Pick the odd one out,8754,9786,7986,5364,7986,2
554,Pick the odd one out,679,888,945,943,888,2
555,Pick the odd one out,T13G,V19C,K8D,P4L,K8D,2
556,Pick the odd one out,C9F,G10C,L13B,K14I,K14I,2
557,Pick the odd one out,S2R,T9K,N7G,O3L,S2R,2
558,Pick the odd one out,TITAN,MERCURY,JUPITER,EARTH,TITAN,2
559,Pick the odd one out,SNAKE,WHALE,CROCODILE,SIMMER,SIMMER,2
560,Pick the odd one out,SUGARCANE,COFFEE,TOBACCO,RICE,TOBACCO,2
561,Pick the odd one out,SQUARE,RECTANGLE,TRIANGLE,CUBE,CUBE,2
562,Pick the odd one out,HOSTEL,HOTEL,CLUB,MOTEL,MOTEL,2
563,Pick the odd one out,M-14,L-15,K-15,S-8,K-15,2
564,Pick the odd one out,ACF,SUK,DFL,PRJ,SUK,2
565,Pick the odd one out,49,36,81,25,36,2
566,Pick the odd one out,CFRT,FLJN,GNLV,IRBH,GNLV,2
567,Pick the odd one out,2*3*5,5*6*7,11*13*17,17*19*23,5*6*7,2
568,Pick the odd one out,Mars,Jupiter,Sun,Earth,Sun,2
569,Pick the odd one out,Chess,Hockey,Cricket,Football,Hockey,2
570,Pick the odd one out,Barley,Mustard,Rice,Pea,Rice,2
571,Pick the odd one out,Elephant,Hawk,Seal,Whale,Hawk,2
572,Pick the odd one out,Honey,Coral,Wax,Resin,Wax,2
573,Pick the odd one out,Peas,Tomato,Cucumber,Potato,Potato,2
574,Pick the odd one out,Banana,Orange,Malta,Pineapple,Banana,2
575,Pick the odd one out,Radio,Television,Stereo,Loudspeaker,Television,2
576,Pick the odd one out,Computer,Telephone,Television,X–ray,X–ray,2
577,Pick the odd one out,Iron,Sodium,Potassium,Chlorine,Iron,2
578,Pick the odd one out,Physics,Chemistry,Geography,Zoology,Geography,2
579,Pick the odd one out,Ranchi,Nagpur,Bangalore,Bhopal,Nagpur,2
580,Pick the odd one out,Warm,Hot,Humid,Cool,Cool,2
581,Pick the odd one out,Jaipur,Manali,Pahalgam,Mussoorie,Jaipur,2
582,Pick the odd one out,Valley,Mountain,Tower,Sea,Tower,2
583,Pick the odd one out,Ink,Sharpener,Pen,Paper,Sharpener,2
584,Pick the odd one out,Direct,Counsel,Suggest,Advise,Direct,2
585,"If the first day of the year(other than the leap) was Friday, then which was the last of that year?",Wednesday,Thursday,Friday,Sunday,Friday,2
586,Kanmani ranked sixteenth from the top and twenty ninth from the bottom among those who passed an examination. Six boys did not participate in the competition and five failed in it. How many boys were there in the class?,35,45,55,50,55,2
587,"Murugan is sixth from the left end and Prasanna is tenth from the right end in a row of boys. If there are eight boys between Murugan and Prasanna, how many boys are there in the row?",21,22,23,24,24,2
588,"In a row of girls, Nithya and Suganya occupy the ninth place from the right end and tenth place from the left end, respectively. If they interchange their places, then Nithya and Suganya occupy seventeenth place from the right and eighteenth place from the left respectively. How many girls are there in the row?",22,24,26,28,26,2
589,"In a queue of children, Arun is fifth from the left and Suresh is sixth from the right. When they interchange their places among themselves, Arun becomes thirteenth from the left. Then, what will be Suresh's position from the right?",8th,14th,15th,16th,14th,2
590,"Some boys are sitting in a row. P is sitting fourteenth from the left and Q is seventh from the right. If there are four boys between P and Q, how many boys are there in the row?",19,23,21,25,25,2
591,"Vimal is 7 ranks ahead of Sathish in a class of 39. If Sathish’s rank is seventeenth from the last, what is Vimal’s rank from the start?",8th,14th,15th,16th,16th,2
592,"In a row of trees, one tree is fifth from either end of the row. How many trees are there in the row?",8,9,10,11,9,2
593,"In a class of 35 students, Kamal is placed seventh from the bottom whereasa Sunil is placed ninth from the top. Manoj is placed exactly in between the two. What is Kamal’s position from Manoj?",7,9,10,12,10,2
594,"Students line up in a queue in which Ashok stands fifteenth from the left and Sakthi is seventh from the right. If they interchange their places, Sakthi would be fifteenth from the right. How many students are there in the queue?",21,22,28,29,29,2
595,Sugan ranks sixteenth from the top and forty ninth from the bottom in a class. How many students are there in the class?,54,64,75,66,64,2
596,Rajan ranks eighteenth in a class of 49 students. What is his rank from the last?,18,19,31,32,32,2
597,"N ranks fifth in a class. S is eighth from the last. If T is sixth after N and just in the middle of N and S, then how many students are there in the class?",21,23,24,25,24,2
598,In a class of boys stands in a single line. One boy is nineteenth in order from both the ends. How many boys are there in the class?,17,27,37,47,37,2
599,"In a row of boys, if A who is tenth from the left and B who is ninth from the right interchange their positions. A becomes fifteenth from the left. How many boys are there in the row?",21,23,27,28,23,2
600,"If Ajay finds that he is twelth from the right in a line of boys and fourth from the left, how many boys should be added to the line such that there are 28 boys in the line?",13,14,16,20,13,2
601,"If FRIEND is coded as HUMJTK, how can CANDLE be written in that code? ",DEQJQM,DCQHQK,EDRIRL,ESJFME,EDRIRL,3
602,"Based on the following statements, which is the correct conclusion drawn. 

Only gentlemen can become members of the club. Many of the members of the club are officers. Some of the officers have been invited for dinner. ","All the members of the club have been invited for dinner
",   All gentlemen are members of the club,"Some of the officers are not gentlemen
","Only gentlemen have been invited for dinner
",   All gentlemen are members of the club,3
603,"Circle indicates 'strong', square indicates 'tall' and triangle 'army officers'. The strong army officers who are not tall are shown. ",4,3,5,6,4,3
604,Artists are generally whimsical. Some of them are frustrated. Frustrated people are prone to be drug addicts. Based on these statements which of the following conclusions is true? ,All frustrated people are drug addicts,"Some artists may be drug addicts
","All drug addicts are artists
","Frustrated people are whimsical
","Some artists may be drug addicts
",3
605,Find the odd one out,Sheep: bleat,Horse: neigh,Ass: grunt,Owl: hoot,Ass: grunt,3
606,If banana is apple; apple is grapes; grapes is mango; mango is nuts; nuts is guava; which of the following is a yellow fruit ? ,Mango,Guava,Apple,Nuts,Nuts,3
607,If in a certain language KINDLE is coded as ELDNIK; how is EXOTIC coded in that code?,EOXITC,EXOTLC,CITOXE,COXITE,CITOXE,3
608,"Pointing to a man in a photograph; a woman said; ""His brother's father is the only son of my grandfather."" How is the woman related to the man in the photograph? ",Sister,Aunt,Daughter,Grandaughter,Sister,3
609,"AZ, GT, MN, ?, YB",KF,RX,SH,TS,SH,3
610,"AZ, CX, FU, ? ",IR,IV,JQ,KP,JQ,3
611,"AZ, BY, CX, ? ",EF,GH,IJ,DW,DW,3
612,"?, SIY, OEU, KAQ, GWM, CSI",WNE,WMC,WNB,WNF,WMC,3
613,"CMW, HRB, ?, RBL, WGQ, BLV",MWG,LVF,LWG,WMX,MWG,3
614, Poles : Magnet :: ? : Battery,Energy,Power,Terminals,Cells,Terminals,3
615,Peace : Chaos :: Creation : ?,Destruction,Manufacture,Build,Construction,Destruction,3
616,Architect : Building :: Sculptor : ?,Museum,Statue,Chisel,Stone,Statue,3
617,Horse : Mare :: ,Donkey : Pony,Dog : Puppy,Duck : Geese,Fox : Vixen,Fox : Vixen,3
618,Cricket : Pitch ::,Ship : Dock,Boat : Harbour,Boxing : Ring,Wrestling : Track,Boxing : Ring,3
619,Oceans : Deserts : : Waves : ?,Dust,Sand Dunes,Ripples,Sea,Sand Dunes,3
620,Grain : Stock : : Stick : ?,String,Heap,Collection,Bundle,Bundle,3
621,Cube is related to Square in the same way as Square is related to ,Plane,Triangle,Line,Point,Line,3
622,Bank is related to Money in the same way as Transport is related to ,Traffic,Goods,Speed,Road,Goods,3
623,Fan is related to Wings in the same way as Wheel is related to,Round,Air,Spokes,Cars,Spokes,3
624,FLEXIBLE : RIGID :: CONFIDENCE : ?,Diffidence,Indifference,Cowardice,Scare,Diffidence,3
625,NECKLACE : ADORNMENT :: ?,Medal : Decoration,Bronze : Medal,Scarf : Dress,Window : House,Medal : Decoration,3
626,BILLY : GOAT ::,Cow : Bull,Lord : Maid,Man : Woman,Cow : Calf,Man : Woman,3
627,WORK : MOTIVE ::,Body : Mind,Wall : Paint,Body : Food,Petrol : Car,Petrol : Car,3
628,WINDOW : CURTAIN ::,Door : Frame,Book : Jacket,CPU : Cabinet,Casing : Wire,CPU : Cabinet,3
629,Street is related to Lane in the same way as Road is related to ...,Footpath,Junction,Avenue,Highway,Avenue,3
630,Victory is related to Happiness in the same way as Failure is related to ...,Defeat,Anger,Frustration,Sadness,Frustration,3
631,"In a family there are husband wife, two sons and two daughters. All the ladies were invited to a dinner. Both sons went out to play. Husband did not return from office. Who was at home? ",Only wife was at home,All ladies were at home,Only sons were at home,No body was at home,No body was at home,3
632,"If A is the son of Q, Q and Y are sisters, Z is the mother of Y, P is the son of Z, then which of the following statements is correct ?",P is the maternal uncle of A,P and Y are sisters,A and P are cousins,None of the above,P is the maternal uncle of A,3
633,"There are five books A, B, C, D and E placed on a table. If A is placed below E, C is placed above D, B is placed below A and D is placed above E, then which of the following books touches the surface of the table ?",C,B,A,E,B,3
634,"Three ladies X, Y and Z marry three men A, B and C. X is married to A, Y is not married to an engineer, Z is not married to a doctor, C is not a doctor and A is a lawyer. Then which of the following statements is correct ?",Y is married to C who is an engineer,Z is married to C who is a doctor,X is married to a doctor,None of the above,None of the above,3
635,"These questions are based on the figure given above in which (1) Rectangle represents Males, (2) Circle represents the urbans (3) Square represents the educated and (4) Triangle represents the civil servants: The number indicating the uneducated urban males is",4,5,7,11,5,3
636,"These questions are based on the figure given above in which (1) Rectangle represents Males, (2) Circle represents the urbans (3) Square represents the educated and (4) Triangle represents the civil servants: The number indicating the educated civil servants who are males but not urbans is 

",7,8,9,10,10,3
637,"These questions are based on the figure given above in which (1) Rectangle represents Males, (2) Circle represents the urbans (3) Square represents the educated and (4) Triangle represents the civil servants:The number indicating the educated urban males who are not civil servants is 

",7,8,9,10,9,3
638,"These questions are based on the figure given above in which (1) Rectangle represents Males, (2) Circle represents the urbans (3) Square represents the educated and (4) Triangle represents the civil servants: The number indicating the educated urban males who are not civil servants is: The number indicating the educated males who are urban civil servants is",4,7,8,9,8,3
639,"These questions are based on the figure given above in which (1) Rectangle represents Males, (2) Circle represents the urbans (3) Square represents the educated and (4) Triangle represents the civil servants: The number indicating the uneducated females who are urban civil servants is",6,9,10,11,11,3
640,There is some relationship between diagrams A & B. The same relationship persists between C & D. Find the right diagrams for D from the alternatives.,1,2,3,4,4,3
641,There is some relationship between diagrams A & B. The same relationship persists between C & D. Find the right diagrams for D from the alternatives.,1,2,3,4,1,3
642,There is some relationship between diagrams A & B. The same relationship persists between C & D. Find the right diagrams for D from the alternatives.,1,2,3,4,3,3
643,There is some relationship between diagrams A & B. The same relationship persists between C & D. Find the right diagrams for D from the alternatives.,1,2,3,4,3,3
644,"Tanya is older than Eric.
Cliff is older than Tanya.
Eric is older than Cliff.
If the first two statements are true, the third statement is",TRUE,FALSE,Uncertain,None of the above,FALSE,3
645,"Blueberries cost more than strawberries.
Blueberries cost less than raspberries.
Raspberries cost more than strawberries and blueberries.
If the first two statements are true, the third statement is",TRUE,FALSE,Uncertain,None of the above,TRUE,3
646,"All the trees in the park are flowering trees.
Some of the trees in the park are dogwoods.
All dogwoods in the park are flowering trees.
If the first two statements are true, the third statement is",TRUE,FALSE,Uncertain,None of the above,TRUE,3
647,"	
Mara runs faster than Gail.
Lily runs faster than Mara.
Gail runs faster than Lily.
If the first two statements are true, the third statement is",TRUE,FALSE,Uncertain,None of the above,FALSE,3
648,"Apartments in the Riverdale Manor cost less than apartments in The Gaslight Commons.
Apartments in the Livingston Gate cost more than apartments in the The Gaslight Commons.
Of the three apartment buildings, the Livingston Gate costs the most.
If the first two statements are true, the third statement is",TRUE,FALSE,Uncertain,None of the above,TRUE,3
649,"The Kingston Mall has more stores than the Galleria.
The Four Corners Mall has fewer stores than the Galleria.
The Kingston Mall has more stores than the Four Corners Mall.
If the first two statements are true, the third statement is",TRUE,FALSE,Uncertain,None of the above,TRUE,3
650,"All the tulips in Zoe's garden are white.
All the pansies in Zoe's garden are yellow.
All the flowers in Zoe's garden are either white or yellow
If the first two statements are true, the third statement is",TRUE,FALSE,Uncertain,None of the above,Uncertain,3
651,"During the past year, Josh saw more movies than Stephen.
Stephen saw fewer movies than Darren.
Darren saw more movies than Josh.
If the first two statements are true, the third statement is",TRUE,FALSE,Uncertain,None of the above,Uncertain,3
652,"All the offices on the 9th floor have wall-to-wall carpeting.
No wall-to-wall carpeting is pink.
None of the offices on the 9th floor has pink wall-to-wall carpeting.
If the first two statements are true, the third statement is",TRUE,FALSE,Uncertain,None of the above,TRUE,3
653,"Class A has a higher enrollment than Class B.
Class C has a lower enrollment than Class B.
Class A has a lower enrollment than Class C.
If the first two statements are true, the third statement is",TRUE,FALSE,Uncertain,None of the above,FALSE,3
654,"Read the below passage carefully and answer the questions:

At a small company, parking spaces are reserved for the top executives: CEO, president, vice president, secretary, and treasurer with the spaces lined up in that order. The parking lot guard can tell at a glance if the cars are parked correctly by looking at the color of the cars. The cars are yellow, green, purple, red, and blue, and the executives names are Alice, Bert, Cheryl, David, and Enid.

The car in the first space is red.
A blue car is parked between the red car and the green car.
The car in the last space is purple.
The secretary drives a yellow car.
Alice's car is parked next to David's.
Enid drives a green car.
Bert's car is parked between Cheryl's and Enid's.
David's car is parked in the last space.         
Who is the secretary?",David,Alice,Cheryl,Bert,Alice,3
655,"Read the below passage carefully and answer the questions:

At a small company, parking spaces are reserved for the top executives: CEO, president, vice president, secretary, and treasurer with the spaces lined up in that order. The parking lot guard can tell at a glance if the cars are parked correctly by looking at the color of the cars. The cars are yellow, green, purple, red, and blue, and the executives names are Alice, Bert, Cheryl, David, and Enid.

The car in the first space is red.
A blue car is parked between the red car and the green car.
The car in the last space is purple.
The secretary drives a yellow car.
Alice's car is parked next to David's.
Enid drives a green car.
Bert's car is parked between Cheryl's and Enid's.
David's car is parked in the last space. Who is the CEO ?",David,Alice,Cheryl,Enid,Cheryl,3
656,"Read the below passage carefully and answer the questions:

At a small company, parking spaces are reserved for the top executives: CEO, president, vice president, secretary, and treasurer with the spaces lined up in that order. The parking lot guard can tell at a glance if the cars are parked correctly by looking at the color of the cars. The cars are yellow, green, purple, red, and blue, and the executives names are Alice, Bert, Cheryl, David, and Enid.

The car in the first space is red.
A blue car is parked between the red car and the green car.
The car in the last space is purple.
The secretary drives a yellow car.
Alice's car is parked next to David's.
Enid drives a green car.
Bert's car is parked between Cheryl's and Enid's.
David's car is parked in the last space.         
What color is the vice president's car?",Green,Yellow,Red,Purple,Green,3
657,"Here are some words translated from an artificial language.
gorblflur means fan belt
pixngorbl means ceiling fan
arthtusl means tile roof
Which word could mean ""ceiling tile""?",gorbltusl,flurgorbl,arthflur,pixnarth,pixnarth,3
658,"Here are some words translated from an artificial language.
hapllesh means cloudburst
srenchoch means pinball
resbosrench means ninepin
Which word could mean ""cloud nine""?",leshsrench,ochhapl,haplresbo,haploch,haplresbo,3
659,"	
Here are some words translated from an artificial language.
agnoscrenia means poisonous spider
delanocrenia means poisonous snake
agnosdeery means brown spider
Which word could mean ""black widow spider""?",deeryclostagnos,agnosvitriblunin,agnosdelano,trymuttiagnos,agnosvitriblunin,3
660,"Here are some words translated from an artificial language.
moolokarn means blue sky
wilkospadi means bicycle race
moolowilko means blue bicycle
Which word could mean ""racecar""?",wilkozwet,spadiwilko,moolobreil,spadivolo,spadivolo,3
661,"Here are some words translated from an artificial language.
migenlasan means cupboard
lasanpoen means boardwalk
cuopdansa means pullman
Which word could mean ""walkway""?",poenmigen,cuopeisel,lasandansa,poenforc,poenforc,3
662,"Here are some words translated from an artificial language.
godabim means kidney stones
romzbim means kidney beans
romzbako means wax beans
Which word could mean ""wax statue""?",godaromz,lazbim,wasibako,romzpeo,wasibako,3
663,"Here are some words translated from an artificial language.
granamelke means big tree
pinimelke means little tree
melkehoon means tree house
Which word could mean ""big house""?",granahoon,pinishur,pinihoon,melkegrana,granahoon,3
664,"Here are some words translated from an artificial language.
daftafoni means advisement
imodafta means misadvise
imolokti means misconduct
Which word could mean ""statement""?",kratafoni,kratadafta,loktifoni,daftaimo,kratafoni,3
665,"Here are some words translated from an artificial language.
lelibroon means yellow hat
plekafroti means flower garden
frotimix means garden salad
Which word could mean ""yellow flower""?",lelifroti,lelipleka,plekabroon,frotibroon,lelipleka,3
666,"Here are some words translated from an artificial language.
myncabel means saddle horse
conowir means trail ride
cabelalma means horse blanket
Which word could mean ""horse ride""?",cabelwir,conocabel,almamyn,conoalma,cabelwir,3
667,"Here are some words translated from an artificial language.
dionot means oak tree
blyonot means oak leaf
blycrin means maple leaf
Which word could mean ""maple syrup""?",blymuth,hupponot,patricrin,crinweel,patricrin,3
668,"Here are some words translated from an artificial language.
tamceno means sky blue
cenorax means blue cheese
aplmitl means star bright
Which word could mean ""bright sky""?",cenotam,mitltam,raxmitl,aplceno,mitltam,3
669,Choose the word that is a necessary part of the underlined word: Harvest,autumn,stockpile,tractor,crop,crop,3
670,Choose the word that is a necessary part of the underlined word: Desert,cactus,arid,oasis,flat,arid,3
671,Choose the word that is a necessary part of the underlined word: Book ,fiction,pages,pictures,learning,pages,3
672,Choose the word that is a necessary part of the underlined word: Language,tongue,slang,writing,words,words,3
673,Choose the word that is a necessary part of the underlined word: School,student,report card,test,learning,student,3
674,Choose the word that is a necessary part of the underlined word: Pain,cut,burn,hurt,nuisance,hurt,3
675,Choose the word that is a necessary part of the underlined word: Gala,celebration,tuxedo,appetizer,orator,celebration,3
676,Choose the word that is a necessary part of the underlined word: Monopoly,corrupt,exclusive,rich,gigantic,exclusive,3
677,Choose the word that is a necessary part of the underlined word: Guitar,band,teacher,songs,strings,strings,3
678,Choose the word that is a necessary part of the underlined word: Election,president,voter,November,nation,voter,3
679,Choose the word that is a necessary part of the underlined word: Shoe,sole,leather,laces,walking,sole,3
680,Choose the word that is a necessary part of the underlined word: Swimming,pool,bathing suit,water,life jacket,water,3
681,Choose the word that is a necessary part of the underlined word: Lightning,electricity,thunder,brightness,rain,electricity,3
682,Odometer is to mileage as compass is to,speed,hiking,needle,direction,direction,3
683,Marathon is to race as hibernation is to,winter,bear,dream,sleep,sleep,3
684,Window is to pane as book is to,novel,page,cover,glass,page,3
685,Cup is to coffee as bowl is to,dish,spoon,soup,food,soup,3
686,Yard is to inch as quart is to,gallon,ounce,milk,liquid,ounce,3
687,Elated is to despondent as enlightened is to,aware,ignorant,miserable,tolerant,ignorant,3
688,Optimist is to cheerful as pessimist is to,gloomy,mean,petty,helpful,gloomy,3
689,Reptile is to lizard as flower is to,petal,stem,daisy,alligator,daisy,3
690,Play is to actor as concert is to,symphony,musician,piano,percussion,musician,3
691,Sponge is to porous as rubber is to,massive,solid,elastic,inflexible,elastic,3
692,Careful is to cautious as boastful is to,arrogant,humble,joyful,suspicious,arrogant,3
693,Pen is to poet as needle is to,thread,button,sewing,tailor,tailor,3
694,Secretly is to openly as silently is to,scarcely,impolitely,noisily,quietly,noisily,3
695,Embarrassed is to humiliated as frightened is to,terrified,agitated,courageous,reckless,terrified,3
696,Pride is to lion as shoal is to,teacher,student,self-respect,fish,fish,3
697,Artist is to painting as senator is to,attorney,law,politician,constituents,law,3
698,Candid is to indirect as honest is to,frank,wicked,truthful,untruthful,untruthful,3
699,Guide is to direct as reduce is to,decrease,maintain,increase,preserve,decrease,3
700,Oar is to rowboat as foot is to,running,sneaker,skateboard,jumping,skateboard,3
701,Roshan is taller than Hardik who is shorter than Sushil. Niza is taller than Harry but shorter than Hardik. Sushil is shorter than Roshan. Who is the tallest?,Roshan,Sushil,Harry,Niza,Roshan,3
702,Priti scored more than Rahul. Yamuna scored as much as Divya. Lokita scored less than Manju. Rahul scored more than Yamuna. Manju scored less than Divya. Who scored the lowest?,Manju,Lokita,Yamuna,None of the above,Lokita,3
703,"Among five boys. Vasant is taller than Manohar, but not as tall as Raju. Jayant is taller than Dutta, but shorter than Manohar. Who is the tallest in the group?",Vasant,Manohar,Raju,Cannot be determined,Raju,3
704,Choose the figure which is different,1,2,3,4,4,3
705,Choose the figure which is different,1,2,3,4,3,3
706,What day comes three days after the day which comes two days after the day which comes immediately after the day which comes two days after Monday?,SUNDAY,WEDNESDAY,TUESDAY,THURSDAY,TUESDAY,3
707,"A man has 53 socks in his drawer: 21 identical blue, 15 identical black and 17 identical red. The lights are fused and he is completely in the dark. How many socks must he take out to make 100 per cent certain he has a pair of black socks?",20 Socks,30 Socks,40 Socks,10 Socks,40 Socks,3
708,Gordon is twice as old as Tony was when Gordon was as old as Tony is now. The combined age of Gordon and Tony is 112 years. How old are Gordon and Tony now?,64 and 48,72 and 48,64 and 50,64 and 20,64 and 48,3
709,A bag of potatoes weighs 50 lbs divided by half of its weight. How much does the bag of potatoes weigh?,20 lb,10 lb,30 lb,15 lb,10 lb,3
710,How many lines can you see below?,10,11,12,13,12,3
711,What letter comes three to the right of the letter that comes immediately to the left of the letter that comes three to the right of the letter immediately to the left of the letter B? : A B C D E F G H,A,B,F,E,F,3
712,"Using the four letters below only, create a seven letter word: UMNI",,,,,MINIMUM,3
713,Which two letters come next : A Z B Y D W G T ? ?,K P,P R,R U,U Z,K P,3
714,"Using the five letters below only, create a nine-letter word: LOPER",,,,,PROPELLER,3
715,"Which four letter word, when placed in the brackets, will complete a word on the left and start another word on the right?: RAM (****) RIDGE",PORT,PART,RAPT,RARE,PART,3
716,What letter is two letters to the left of the letter immediately to the right of the letter three letters to the right of the letter A? A B C D E F G H ,A,B,C,D,C,3
717,"Which two words are closest in meaning? conclave, medley, theme, conglomeration, dissertation, augury","Dissertion, Augury","Conclave, Medley","Theme, Dissertion","Medley, Conglomeration","Medley, Conglomeration",3
718,"Which of the following words is the odd one out? Chocolate, Lemonade, Jelly, Biscuit",Chocolate,Jelly,Lemonade,Biscuit,Lemonade,3
719,"In a game of whist, GEORGE partnered MARY, while TED had to select a partner from ANN, EDNA, JOAN or ANGELA. Whom did he choose?",EDNA,JOAN,ANN,ANGELA,ANN,3
720,Which is the odd one out?,Heptagon,Cube,Hexagon,Triangle,Cube,3
721,"Which word in brackets is closest in meaning to the word in capitals?
BRUNT (dull, edifice, impact, tawny, nonsense)",Dull,Edifice,Impact,Tawny,Impact,3
722,"Complete the five words below in such a way that the two letters that end the first word also start the second word, and the two letters that end the second word also start the third word etc. The same two letters that end the fifth word also start the first word, to complete the cycle: ** IV **",SHIVER,QUIVER,SLIVER,ROIVER,SHIVER,3
723,"Complete the five words below in such a way that the two letters that end the first word also start the second word, and the two letters that end the second word also start the third word etc. The same two letters that end the fifth word also start the first word, to complete the cycle: ** OT **",EXOTIC,EMOTIC,EROTIC,EPOTIC,EROTIC,3
724,"Complete the five words below in such a way that the two letters that end the first word also start the second word, and the two letters that end the second word also start the third word etc. The same two letters that end the fifth word also start the first word, to complete the cycle: ** IC **",CIRCLE,SUBICLE,CUBICLE,ICICLE,ICICLE,3
725,"Complete the five words below in such a way that the two letters that end the first word also start the second word, and the two letters that end the second word also start the third word etc. The same two letters that end the fifth word also start the first word, to complete the cycle: ** NG **",BANGLE,LENGTH,RANGLE,TANGLE,LENGTH,3
726,"Complete the five words below in such a way that the two letters that end the first word also start the second word, and the two letters that end the second word also start the third word etc. The same two letters that end the fifth word also start the first word, to complete the cycle: ** RA **",THRASH,PIRACY,ABRASE,BORACE,THRASH,3
727,"Starting from a point, Raju walked 12 m North, he turned right and walked 10 km, he again turned right and walked 12 m, then he turned left and walked 5 m. How far is he now and in which direction from the starting point?",27 m towards East,5 m towards East,10 m towards West,15 m towards East,15 m towards East,3
728,A man walks 20 m towards South. Then turning to his right he walks 30 m. Then turning to his left he walks 20 m. Again Turning to his left he walks 30 m. How far is he from his starting position?,30 m,20 m,60 m,None of the above,None of the above,3
729,"A man goes towards East 5 km, then he takes a turn to South-West and goes 5 km. He again takes a turn towards North-West and goes 5 km with respect to the point from where he started, where is he now?",At the starting point,In the West,In the North-East,In the South-East,At the starting point,3
730,"Mohan started from point `A' and proceeded 7 km straight towards East, then he turned left and proceeded straight for a distance of 10 km. He then turned left again and proceeded straight for a distance of 6 km, and then turned left again and proceeded straight for another 10 km. In which direction is Mohan from his starting point?",West,East,North-East,South,East,3
731,"Rama travels a distance of 5 km from a place `A' towards North, turns left and walks 3 km, again turns right and walks 2 km. Finally turns right and walks 3 km to reach the place B. What is the distance between A and B?",13 km,2 km,7 km,None of the above,7 km,3
732,"Village Chimur is 20 km to the North of village Rewa. Village Rahate is 18 km to the East of village Rewa. Village Angne is 12 km to the West of Chimur. If Sanjay starts from village Rahate and goes to village Angne, in which direction is he from his starting point?",North,North-West,South,East,North-West,3
733,"Ravi travelled 4 km straight towards South. He turned left and travelled 6 km straight, then turned right and travelled 4 km straight. How far is he from the starting point?",8 km,10 km,12 km,18 km,10 km,3
734,"Rakesh is standing at a point. He walks 20 m towards the East and further 10 m towards the South, then he walks 35 m towards the West and further 5 m towards the North, then he walks 15 m towards the East. What is the straight distance in metres between his starting point and the point where he reached last?",0,5,10,15,5,3
735,"A rat runs 20 m towards East and turns to right, runs 10 m and turns to right run 9 m and again turns to left runs 5 m and then turns to left, runs 12 m and finally turns to left and runs 6 m. Now, which direction is the rat facing?",North,West,East,South,North,3
736,"A policeman left his police post and proceeded South 4 km on hearing a loud sound from point A. On reaching the place, he heard another sound and proceeded 4 km to his left to the point B. From B he proceeded left to reach another place C 4 km away. In which direction, he has to go to reach his police post?",East,North,South,West,West,3
737,"Ms. A goes for her morning walk at 6 O'clock towards sun for 2 km, then she turns to her right and walks 3 km. She again turns to her left and walks 2 km, finally she turns to her left to walk another 6 km. In which direction is she moving and at what distance from the last turn, she is standing?","6 km, East","6 km, West","6 km, North","6 km, South","6 km, North",3
738,"Starting from a point 'S', Mahesh walked 25 m towards South. He turned to his left and walked 50 m. He then again turned to his left and walked 25 m. He again turned to his left and walked 60 m and reached a point 'T'. How far Mahesh is from Point 'S' and in which direction?","10 m, West","25 m, North","10 m, East","25 m, West","10 m, West",3
739,"From point P, Akshay starts walking towards East. After walking 30 m, he turns to his right and walks 10 m. He then turns to his right and walks for 30 m. He again turns to his right and walks 30 m. How far is he from point P and in which direction?",Point P itself,"10 m, North","20 m, West","20 m, North","20 m, North",3
740,"The town of Paranda is located on Gree lake. The town of Akram is West of Paranda. Tokhada is East of Akram but West of Paranda. Kokran is East of Bopri but West of Tokhada and Akram. If they are all in the same district, which town is the farthest West?",Paranda,Kokran,Bopri,Tokhada,Bopri,3
741,"You are on your way to visit your Grandma, who lives at the end of the valley. It's her birthday, and you want to give her the cakes you've made.

Between your house and her house, you have to cross 7 bridges, and as it goes in the land of make believe, there is a troll under every bridge! Each troll, quite rightly, insists that you pay a troll toll. Before you can cross their bridge, you have to give them half of the cakes you are carrying, but as they are kind trolls, they each give you back a single cake.

How many cakes do you have to leave home with to make sure that you arrive at Grandma's with exactly 2 cakes? 
",1,2,3,4,2,3
742,"I have 100 coins in my wallet.

What is the minimum number of coin(s), i would be required in order to make sure each coin touched exactly three other coins. ",10,5,7,4,4,3
743,Two towns are exactly 100 km apart. Rakesh leaves City A driving at 30 km/hr and Harish leaves City B a half an hour later driving 60 km/hr. Who will be closer to City A when they meet? ,Harish,Both would be the same distance from City A.,Rakesh,Neither,Both would be the same distance from City A.,3
